can you pick up tom,atu tom ugussam duuddaa,,,,
i washed my hands of the whole business,Anu inkih tan kabxak gaba kaqliseh,,,,
he became a pianist,usug piyaan digra yekke,,,,
i come from boston,anu emeetem bostonu,,,,
it is just a rumor,tah dubuk yami,,,,
is our meal on its way,Ni maaqo gital tanii,,,,
zain looks sick,zayin biyaakitam ceela,,,,
how many children do you have,Atu maakina xaylo litooh,,,,
we know healthy eating food is good for health,Qaafiyat le maaqo yakmeenim qaafiyatah meqem naaxigeh.,,,,
i have always wanted to read that book,Anu kulli wak woo kitab kawsam faxa,,,,
we all speak french,nanu inkih faransah afat yabna.,,,,
i bought it,Anu tet xaameh,,,,
we won this time,nanu ta uddur neyseh,,,,
i am not armed,Anu silac mayyu,,,,
i dont feel like it,Anu tet mafaxa,,,,
he could speak french,usug faransah afat yaabam duudah,,,,
do you like it then,Atu kicintoo tokkeek,,,,
how old do i look,karmak magide liyo,,,,
i have a book,Anu kitab liyo,,,,
its your decision,tah ku margaqa,,,,
how are you,mannah taniih?,,,,
he is washing a car,usug birtaali kaqlisa,,,,
tell that to tom,Toom warisey,,,,
i do that sometimes,Anu inkinki uddur abah,,,,
i am weak,Anu qaku liyo,,,,
its a windy day,Caacay le ayro,,,,
just wrap it up,dubuk alif tet,,,,
oh no not again,ooh bale qagitak hinna,,,,
i was overwhelmed,anu caddook dagah suge,,,,
zain is a realist,zayin numma num,,,,
be careful,caatih ab,,,,
i will never leave you,Anu qigdu koo macaba,,,,
look what i did,Anu abem wagit,,,,
he is looking good,usug meqennal yan,,,,
i have returned,Anu uduureh,,,,
zain has a job,zayin taama le,,,,
you used to like me,Atu yoo kicinuk sugte,,,,
zain isnt afraid,Zayin mameysita,,,,
he likes indian food,usug hindi maaqo kicna,,,,
this is good coffee,tah meqe buna,,,,
zain could help you,Zayin koo catam duudah,,,,
aluminum is a metal,Almiiniyoom birta,,,,
i saw that coming,Anu tamaatem ubleh,,,,
a man must be honest,num numma yaallem faxximta.,,,,
you need not go there,Atu wokke gexxam mafaxxinta,,,,
some water please,Ku maganak dago lee,,,,
now i am angry,away anu bakcarriteh,,,,
i also like cake,Anu kaaduk keek kiciyyoh,,,,
i seldom speak to him,Anu kaa lih yaabam maduuda,,,,
i am eating dinner now,Anu away diraari akmeh an,,,,
she fooled him,is kaa duquurusseh,,,,
are you able to swim,Atu giirissam duuddee,,,,
fancy seeing you here,akkel koo ablem ruffa yoo hayta,,,,
zain grumbled,zayin kaqte,,,,
have a nice flight,meqe haadiyyi,,,,
dont touch anything,Tu maxagin,,,,
i woke up,Anu ugteh,,,,
make my bed,yi qarkayto bicis,,,,
he moves quickly,usug sissikuk yangayye,,,,
my memory is failing,yi mesenkaca raddeh,,,,
that wont be easy,woh masahlini,,,,
he cheated on me,usug yoo aylahseh,,,,
he stayed there during the vacation,usug ramaqqah uddur wokkel suge,,,,
zain turned pale,zayin burraacinuk yewqeh,,,,
stop them,ken soolis,,,,
did zain say thanks,Zayin gadda gey,,,,
i am a late riser,Anu udurruteh ugte,,,,
release tom,tom cab,,,,
he respects me,usug yoo yassakaxxeh,,,,
it was all my fault,toh inkih yi qellatak sugte,,,,
zain waved at mary,Zayin Mary fanah gaba yesgegeyyeh,,,,
my heart hurts,sorkocô baxi yok biyaakitah,,,,
he lacks common sense,usug qaafiyat hangisso mali,,,,
he turned christian,usug koros num yekke,,,,
its very sticky,kaxxam xakabta,,,,
who swam,iyyi giiriseh,,,,
i am to blame,Anu esserimele,,,,
how did you make out,atu mannal abteeh,,,,
is it far,xeeruk tanii,,,,
he waited his turn,usug isi midu qammaala,,,,
how about you,Atu isihii?,,,,
send zain to me,Zayin yoh rub,,,,
dont peek,mawagtin,,,,
tom hates you,Tom koo niqbah,,,,
i will take this coat,Anu ta koot beeyyo,,,,
paper burns easily,Warkat sahlinuk cararta,,,,
we had a fight,nanu qeebi abne.,,,,
lemons are sour,Loogi cenkarle,,,,
is anybody hurt,faxe num biyaakiteh yanii,,,,
what are you wearing,maca saritteeh?,,,,
i have a stomachache,Anu bagi biyak liyo,,,,
that was loud,woh fayya luk sugte,,,,
she is talking,is yabta,,,,
it could be anyone,faxe num takkem bictah,,,,
i feel helpless,Anu cato sinna cusa,,,,
i have to lose weight,Anu qilsa salcisam faxximta,,,,
he is completely crazy,usug inki gabuuk cabuli,,,,
the cup broke,kolba tiddigilleh,,,,
i could not get out,Anu awqem maduudiyyo,,,,
i was looking at her,Anu tet wagtak suge,,,,
i must have lost it,Anu tet weeh,,,,
one fork is missing,inki malkaqa wayteh,,,,
i am learning turkish,Anu turki af barta,,,,
i have to dress up,Anu sartam faxximta,,,,
everyone escaped,Kulli num kudeh,,,,
they form a new committee for the project,Cugaysoh qusba makaado xisen.,,,,
the room was cold,qari xabca luk suge,,,,
he was dead wrong,usug hoxeh suge,,,,
i will shut the door,Anu afa alifeyyo,,,,
do whatever you want,Faxxa haytam ab.,,,,
you are avoiding me,atu yoo soolissah tan,,,,
he is my best friend,usug yok xayi kataysa,,,,
i have missed you,Anu koh maxhaxeh,,,,
i lost,Anu weeh,,,,
i do not take tea,Anu shaahi mabeya,,,,
you are unreliable,Atu numma mali,,,,
she held her breath,is ufuy tibbixeh,,,,
have a good weekend,Meqe ayyamti,,,,
zain used a toothpick,Zayin boddin maqnat xoqoysime,,,,
please keep quiet,kumagan tibba inxic,,,,
i did nothing,Anu tu maabiyyo,,,,
he screams a lot,usug kaxxam kaaytah,,,,
i dont mind,Anu tuhinna,,,,
i will stay,Anu elle sugeyyo,,,,
what a bizarre tale,mannah yan qibnayti aydaadu,,,,
you need a ride,Atu beyto faxxa,,,,
step back,widirih maaqatta,,,,
no one believes me,Wali num yoo mayaamina.,,,,
this is a lion,tah lubak,,,,
he went to the shop,usug dukkaan fan gexe,,,,
zain set me up,Zayin yoo gulguluseh,,,,
have your own way,isi gita lito,,,,
i had to walk home,Anu buxah gexam faxxiimak sugte,,,,
zain is unreliable,zayin numma mali,,,,
were gardeners,coox taameynit sugte,,,,
the wind howled,Caacay kaayte,,,,
i want to marry you,Anu kol digibam faxa.,,,,
he isnt happy at all,usug inkinnah rufto mali,,,,
get the book,kitab gey,,,,
zain has big hands,Zayin kaxxa gaba le,,,,
keep them,ken dacris,,,,
my hair is wet,yi dagor uunih,,,,
he had a hungry look,usug satqiteh yan mabla luk suge,,,,
put your toys away,isi digir duyye wonnah daffes,,,,
you will pay for it,Atu teetih mekeletto,,,,
what shall i do next,Anu ciggiilak maca abam faxximtaah,,,,
i ran outside,Anu irol kude,,,,
why do you hesitate,macah wacarriytaah,,,,
the doors are locked,Albaabitte alifteh tan.,,,,
i should go home,Anu buxah gexam faxximta.,,,,
i am busy,Anu agxiteh an,,,,
i am in portugal,anu portugaal an,,,,
i will prove it,Anu asmiteyyo,,,,
man dont say that,Num woh maxacinna,,,,
can i see that,Anu woh ablem duudaa,,,,
isnt it cool,ah meqem hinna,,,,
are you in a band,Atu dokon addat tanii,,,,
i am a bit drunk,Anu dagoom yooqobeh an,,,,
do you mean us,Nee yaanama,,,,
i know the way,Anu gita aaxigeh,,,,
he grabbed my hand,usug gaba yok yibbixe,,,,
he likes sweet tea,usug salfale shaahi kicna,,,,
i study abroad,Anu irol barta,,,,
can he do it,usug abam duudah,,,,
she plays the guitar,is gitaar digirta,,,,
i like your scarf,Anu ku iskarfi kiciyyoh,,,,
he is right behind you,usug kok derret yan,,,,
i feel happy,Anu rufto cusa,,,,
it will take about twenty minutes,Labaatanni minit beyta,,,,
i fell off my bike,anu inni saykilik rade,,,,
i won't bore you with the details,Addafakoot koo mataqbisa,,,,
zain is truly gifted,zayin nummaak acwa le,,,,
thats my dress,tah yi kamiisi,,,,
are you about done,atu abteh inna,,,,
i have a headache,Anu moyya berra liyo,,,,
he has powerful arms,usug caylale mogoy le,,,,
zain wasnt even hurt,zayin hellay mabiyaakitinna,,,,
he is a total wreck,usug inkitanuuk finqite,,,,
i am not an expert,Anu mixig hinniyo,,,,
go slow from the crowd,ummattak caatih gex,,,,
i started working,Anu taama qimbiseh,,,,
she pinched him,is kaa xagteh,,,,
you never know,Atu qigdu mataaxiga,,,,
he is going bald,usug moyya gexa,,,,
the wind is blowing,Caacay ufuusak geytima.,,,,
this isnt money,tah maalu hinna,,,,
i am now your boss,Anu away ku saqal kinniyo,,,,
i have no backup plan,anu uli ikraaro mayyu,,,,
should i cut my hair,Anu inni dagor irgiqam tayse,,,,
a piano is expensive,piyaano gaalik tan,,,,
he broke my heart,usug yi sorkocô baxa yiggileh,,,,
were shooting,Aatuk sugen,,,,
who are your parents,ku xaltani miyyaay,,,,
thats an order,toh amri,,,,
she is powerful,is caylale,,,,
i know that he knows,Anu usug yaaxigem aaxigeh,,,,
is she a taxi driver,is taksi kokkobise,,,,
is that a promise,toh xagana,,,,
he might not be happy,usug rufto alle waam takkeh,,,,
zain was here,Zayin akkel suge,,,,
zain did a handstand,Zayin gaba soolo abeh,,,,
i like your article,Anu ku kutbe kiciyyoh,,,,
how old are the kids,urri karmak magide yaniih,,,,
i remember it now,Anu away kassitah,,,,
i wish i were taller,Anu xeerim niyaata,,,,
i cut myself shaving,Anu mooluh inni irgiqe,,,,
zain opened his mouth,zayin isi af fakeh,,,,
its yen,tah yen,,,,
its snowing there,barad radah yan,,,,
i am not hurt,Anu mabiyaakitinniyo,,,,
it is time to depart now,away elle gexan udduru,,,,
we knew this,nanu tah naaxigeh,,,,
who will co-operate with you,iyyi kollih cattiimam,,,,
go up these stairs,tama caddoodah awq,,,,
zain is really fast,zayin nummaak sissik,,,,
brush your teeth well,Boddin nagay qadalis,,,,
his concert was great,kay dokla kaxxam muquk sugte,,,,
i might have cancer,Anu kanser liyom bictah,,,,
i can hardly swim,Anu giirisam maduuda,,,,
i am not a monster,Anu qangi hinniyo,,,,
dont say too much,Mangom maxcin,,,,
where is zain anyway,Zayin faxennal ankel yaniih,,,,
i have the keys,Anu maftacitte liyo,,,,
he is on leave these days,usug ta ayroora ruksat yan,,,,
i continued singing,Anu gad abak bisoh axce,,,,
i lost track of time,Anu wakti gexso weeh,,,,
its not cold,ah xamca hinna,,,,
they deported tom,oson Tom diiriyen,,,,
wheres daddy,Yabba ankel yan,,,,
this is my home,tah yi buxa,,,,
you are insane,atu cabulitto,,,,
zain knew a lot,Zayin mangom yaaxigeh,,,,
the book is mine,Kitab yiimi.,,,,
come soon,xayuk ama,,,,
how was it,Mannal sugteeh,,,,
how are you doing,anninnah tantoo?,,,,
stop calling me tom,Tom yoh seecaanam soolis,,,,
does this spider bite,Ta qaro arteh inna,,,,
everyone was listening very carefully,Kulli num cubbil ankacisak suge.,,,,
zain is a bartender,zayin maqub yayyaaqe,,,,
she is very healthy,is kaxxa qaafiyat le,,,,
did you say yes,yeey inteh inna,,,,
cross the street,Gitaak taba,,,,
did you do that,Atu woh abtee,,,,
we should do it,Abnam faxximta.,,,,
pour the coffee,Buna caxa,,,,
my life is boring,yi mano taqabi le,,,,
did you check this,Atu tah ismittee,,,,
you are the man,Atu numu.,,,,
is zain in there,zayin wokkel yan,,,,
why are you angry,macah bakcarrittaah,,,,
it never happened,Qigdu makkinna,,,,
we all trust you,nanu inkih kol naamineh.,,,,
they cannot stop it,oson tet soolisaanam maduudan.,,,,
an error was made,qellat yekke,,,,
its too easy,ah kaxxam sahlinih,,,,
it was a great trip,kaxxa safarak sugte,,,,
zain avoided mary,Zayin Mary sooliseh,,,,
you owe me a beer,atu kamri yoh abuudusse,,,,
how interesting,mannah tan rufto leeh,,,,
very handsome,kaxxam qaxmaqaane,,,,
he has a lunch,usug bodda le,,,,
were starving,qululuk sugen,,,,
things got worse,Caagiida lafetteh,,,,
the road is closed,Giti alfimeh yan.,,,,
i can confirm this,Anu tah asmitem duudah,,,,
zain is through,Zayin gitaak yan,,,,
a few people clapped after his lecture,Dago mari gaba yaagure kay barittok lakal,,,,
i like challenges,Anu gexkalit kiciyyoh,,,,
you can count on him,Atu kaal loowittam duuddah,,,,
long time no see,kobleemih raageh,,,,
he lives in Afar,Qafar addal mannoowa.,,,,
find the differences,baxsa gonnis,,,,
kneel and give thanks to god,gulubuh gacaay yallah fatta gacisa.,,,,
dinners almost ready,diraari gulguluh yan,,,,
zain loves trains,Zayin qiyya baabur kicnah,,,,
its hot in here,akkel niqnih,,,,
i am an artist,Anu fannaan kinniyo,,,,
he has a good memory,usug meqe kassit le,,,,
i am not asleep,Anu xiinih maan,,,,
i have never met her,Anu teetit mangooroweh maaxiga,,,,
i cant talk,Anu yaabam maduuda,,,,
zain is kissing mary,Zayin Mary fuguttah,,,,
zain found evidence,Zayin sumaq geeh,,,,
this guy is a loser,Ta num gacti,,,,
the room was empty,qari foyyah suge,,,,
you may be right,atu gitat tanim bictah,,,,
its just a cold,tah hununuh xabca,,,,
don’t say like that,wonnal maxcin,,,,
zain rarely complains,Zayin malkit mali,,,,
i bought some bread,Anu dagoo gaqammo xaameh,,,,
we should study,baritnam faxximta.,,,,
zain is devious,Zayin aylalokki,,,,
john lit a match,john kibriit urse,,,,
there is no hope,qaago matan,,,,
overwork has ruined his health,Caddok dagah taama qaafiyat kaak bayse.,,,,
do try again,Qagitaak gibbat,,,,
were unhappy,rufto luk masuginnon,,,,
i turned the doorknob,Anu albaab maftac fakkimeh,,,,
i managed to get in,Anu culam xiiqeh,,,,
there is no hope,qaago matan,,,,
dont play with fire,Girat madigirin,,,,
zain signed the bill,zayin cisab yifrimeh,,,,
when does class begin tomorrow,baritto beera malqo qimbiseleeh,,,,
zain was unfriendly,zayin kataysiinu luk masuginna,,,,
please let me know,Ku maganak yoo iysixxig,,,,
he winked at her,usug inti teetih yibbixeh,,,,
the sea is rough,Baddi qangi le.,,,,
i had like a manhattan,anu manhattan luk suge,,,,
i had like some cheese,anu dago hobbo kiciyyoh,,,,
get away from me,yok eyxeer,,,,
milk has turned sour,can cenkarteh,,,,
we stopped to talk,nanu yabnuh soolisneh,,,,
please let me go,Ku maganak gexay yoo inxic,,,,
he carried a cane,usug sookat quuke,,,,
i am holding a book,Anu kitab gabat an,,,,
you are killing me,atu yoo qiddah tan.,,,,
my apartment is near,yi kalqat xayih,,,,
i threw up,Anu qideh,,,,
dont give me that,woh yoh maacin,,,,
do we have time,wakti lino,,,,
i am not a woman,Anu barra hinniyo,,,,
zain is a boy scout,zayin awki iskawut,,,,
they are both good,Oson nammayak inkih meqen.,,,,
i already knew this,Anu tah dumaak aaxigeh,,,,
thats all i know,Anu inkih aaxigeh,,,,
i am here as a tourist,Anu akkel wacaysir abeh an,,,,
did you say thank you,atu gadda gey inteh inna,,,,
did it work,taamittee,,,,
how silly of me,mannah yan duquurinna yok,,,,
we cant go back,Nanu wadir gennam madudna,,,,
listen i have to go,ankacis anu gexam faxximta,,,,
he is a wealthy man,usug gaddali numu.,,,,
all you have to do is sweep the floor,atu abtam faxximtam inkih gidaar duugaanama,,,,
i hate that so much,Anu woh kaxxam niqibyoh,,,,
i met him about noon,Anu carra kaat ongoorowe,,,,
he is a good man,usug meqe numu.,,,,
i have few friends,Anu dagoo kataysis liyo,,,,
were still the best,uxih tayse,,,,
zain knows french,Zayin Faransaawi yaaxigeh,,,,
i will call you a cab,Anu taksi koh seeceyyo,,,,
don’t write anything on your books,isi kitaabal tu maktubin,,,,
i am not tired,Anu mataqbiyyo,,,,
its still breathing,uxih ufuy ruuba,,,,
i am very forgetful,Anu kaxxam habbaala,,,,
maybe zain is in love,Akkuleh zayin kacni addat yanim takkeh,,,,
i got it,Anu geeh,,,,
i really hope so,Anu nummak qaago liyo,,,,
mary can dance well,Mary nagay digirtam duddah,,,,
zain is just my age,Zayin dubuk yi karmat yan,,,,
he is right behind me,usug hununuh yok derret yan,,,,
zain answer me,Zayin yoh gacis,,,,
zain isnt a liar,Zayin dirabli hinna,,,,
he fixed the net,usug shabakat massooseh,,,,
thats unfortunate,toh akkewaynu,,,,
zain was confident,Zayin kibal luk suge,,,,
i am just dreaming,Anu hununuh soonitah an,,,,
show yourself,Isi uybulluy,,,,
i want a boyfriend,Anu lab kataysa faxa,,,,
she finished her homework in an hour,is buxa taama saaqatat gaba kalte.,,,,
so what do you do for living,Hay atu manoh maca abtaah?,,,,
you are unfair,atu qadliino hinnito,,,,
i am all out of money,Anu inkih maaluk iroh,,,,
i heard a noise,Anu anay obbeh,,,,
the lovers kissed,kacnoytit fugutteh,,,,
dont fail me tom,Yoo maradin toom,,,,
he comes from england,usug Ingilandik yemeete,,,,
be quiet for a moment,dagoom tibba inxic,,,,
the oranges cost 7 pence each,Burtukaan kulli tii 7 pensi,,,,
she made me hurry,is yoo tississikeh,,,,
zain threatened them,Zayin ken meysiseh,,,,
this is my decision,tah yi margaqa,,,,
were you scared,atu meysitteh sugte,,,,
here are your keys,ku fakeenit ah teeti,,,,
zain is dozing,Zayin xiinih yan,,,,
no one helped me,Wali num yoo macata.,,,,
the stakes are high,caddo fayyale,,,,
she looks unhappy,is rufto sinnim celta,,,,
you have some schoolwork to do,Atu abtam faxxa barittoh taama lito,,,,
we know this,nanu tah naaxigeh,,,,
dont forget it,Mahabbaalin tet,,,,
we agreed on,nanu itta geyneh,,,,
zain isnt wrong,Zayin hoxeh mayana,,,,
are you dating anyone,Atu faxe numut angaaraw litoo,,,,
i think zain is awake,Zayin ugtem yot celta,,,,
get zain some food,zayin dago maaqo gey,,,,
let zain go home,Zayin buxah gexay,,,,
zain speaks no french,Zayin Faransah afat mayaaba,,,,
zain beat mary up,Zayin Mary yoogoreh,,,,
were a family,buxâ marak sugte,,,,
its inhumane,tah seehadaytiino sinna,,,,
i was sent home,Anu buxah ruubeh suge,,,,
i called zain up,anu zayin fayya heeh,,,,
whos fasting,iyyaay soom,,,,
continue digging,dagiyyat bisoh xic,,,,
everybody applauded,kulli num gaba yoogoreh,,,,
be kind to the old,idoola meqe mara tik,,,,
did you help tom,atu toom cattee,,,,
have a good christmas,meqe koros qiidih,,,,
come back,uduur,,,,
just some water please,Ku maganak dago lee,,,,
i didnt buy anything,Anu tu maxaamiyyo,,,,
zain rarely goes out,Zayin iroh awqem dagoh,,,,
zain wants to see it,zayin tet yablem faxa,,,,
sorry for the delay,udurroh qafu ab,,,,
he came into the room,usug footima fan yemeete,,,,
i plan to skip lunch,Anu satqâ kalo kaqitam ekraarise,,,,
zain is happy,Zayin farcik yan,,,,
he is a doctor,usug daylaabe,,,,
zain was devastated,Zayin finqite,,,,
i have seen him once,Anu inki adda kaa ubleh,,,,
he also speaks french,usug kaaduk faransah afat yabta.,,,,
when did you arrive,Atu malqo gufteh,,,,
here you are,atu akkel tan,,,,
it’s up to you,ah koo wagittaama,,,,
it’s all because of you,toh inkih ku sabbata,,,,
i cant speak french,Anu Faransah afat yaabam maduuda,,,,
i hate her now,Anu away tet niqibyoh,,,,
you still owe me one,Atu uxih yoh abuud lito,,,,
zain woke up at,Zayin ugteh,,,,
i used to be a dancer,Anu goda abeena akkuk suge,,,,
he has a little money,Usug dago lakqo le.,,,,
resistance is futile,Sadi foyya,,,,
choose carefully,cubbil doora,,,,
zain was sober,Zayin cubbi luk suge,,,,
boston is overrated,Boston caddook dagah,,,,
zain has a big family,Zayin kaxxa buxah mara le,,,,
wash your hands,Gaba kaqlis,,,,
i am feeling fit,anu bica yoh tammule,,,,
that sounds sensible,woo xongoloola hangisso le,,,,
i want them all,Anu inkih ken faxa,,,,
it wont be for long,der udduruh matakka,,,,
i am just guessing,Anu dubuk fayramisah an,,,,
i got even with him,Anu kaa lih geeh,,,,
he stole my heart,usug yi sorkocô baxa garqeh,,,,
can we talk to tom,nanu tom lih yabnam dudna,,,,
i heard about it,Anu teetik obbeh,,,,
you lack imagination,atu mabla dagna,,,,
zain will suffer,Zayin ganditele,,,,
dont give in,addat maacin,,,,
i have got a book,Anu kitab geeh,,,,
my parents love me,yi xaltani yoo kicnah,,,,
are we fond of going to the beach,nanu baddi afa gennam kicinnoh,,,,
thanks for the tip,gadda gey fayuh,,,,
wheres boston,Boston ankeey,,,,
is this true,tah numma,,,,
you can trust me,Atu yoo taaminem duuddah,,,,
delete that picture,woo muuci duug,,,,
zain approved,Zayin faaticimeh,,,,
a fox came along,wakri yemeete,,,,
thats pretty normal,toh qaadiik tan,,,,
why dont we drop by to see her,macaay nanu tet nabluh kah raqnam,,,,
i have good news,Anu meqe xaagu liyo,,,,
zain drinks too much,Zayin kaxxam yaaqube,,,,
she is mad at me,is yol bakcarritte,,,,
i have seen enough,Anu xiqtam ubleh,,,,
why is he hiding,Usug macah yommooqorreeh,,,,
lets hit the sack,kiis naatuke,,,,
i need to study math,Anu cisab bartam faxa,,,,
is that gun loaded,woo gira quuki,,,,
i need only one cat,Anu dubuk inki dummu faxa,,,,
they have fooled you,Oson koo duquurusen.,,,,
the whistle blew,fooxima ufuusse,,,,
nothing bad happened,umam makkinna,,,,
are these yours,tah kum kinnii,,,,
i got up at,anu ugteh,,,,
zain began to talk,Zayin yaabam qemmiseh,,,,
you look like a boy,Atu awka ceelah,,,,
was she seen,is tubleh sugte,,,,
she just told me,is away yoh warisseh,,,,
is this your letter,tah ku ayyufta,,,,
mary is a tomboy,Mary qunxa awka,,,,
are they in paris,oson paaris yaniinii,,,,
you must be joking,atu digirtam faxximta,,,,
dont let him swim,Giiru kaa midnisin,,,,
i am busy now,Anu away agxet an,,,,
he admitted his guilt,usug isi qellat oggoleh,,,,
i was totally shocked,anu inki gabuuk wariggiteh,,,,
were both crazy,nammay inkih cabbooteh sugte,,,,
what is lacking here,Akkel tanim macaay,,,,
i made no promises,Anu wali xagana maabiyyo,,,,
wheres your sister,ku maqanxa ankel tan,,,,
zain got shot,Zayin yoogoreh,,,,
zain started reading,Zayin kawsaanam qimbiseh,,,,
i will do the dishes,Anu maaqooqa abeyyo,,,,
i want to visit korea,Anu kuuriya gufam faxa,,,,
give me the key,Fakeyna yoh ucuyey,,,,
he went surfing,usug gallaqo gexe,,,,
i stayed home all day,Anu inkih tan ayro buxal suge.,,,,
the rumors were true,Cami nummak suge,,,,
can we have the bill please,nanu cisab geynam dudna kumagan,,,,
just follow tom,Toom dubuk katay,,,,
i am not we will at all,anu hinniyo nanu inkih,,,,
he caught a cold,Usug waacita,,,,
stop lying to me,yol dirab yaceenim soolis,,,,
what went wrong,macaay hoxat taniih,,,,
can he speak english,usug ingiliizit yaabam duuda,,,,
food costs money,Maaqo lakqo tayyaaqe,,,,
we have everything,nanu kullim linoh.,,,,
get real,numma gey,,,,
i had a nightmare,Anu qandadaawak liyo,,,,
life is a dream,Mano soono,,,,
thats not a secret,woh sirri hinna,,,,
i wanted to hurt tom,Anu tom biyaakam faxeh suge,,,,
i often go to london,Anu xeflih Londan gexa,,,,
he lives off the grid,usug retteemak iroh mannoowa,,,,
i translated the poem the best i could,Anu qadara elle duudan innal maqniseh.,,,,
are you optimistic,atu niya litoo,,,,
i dont shave my legs,Anu inni ibaabi mamol,,,,
are meals included,maaqo edde tan,,,,
zain left boston,zayin bosteonuk yewqeh,,,,
that would be fine,woh amqele,,,,
i see a crown,Anu taaqe ubleh,,,,
whose baby is that,Woh iyyin alqi,,,,
go ahead,bisoh inxic,,,,
i really feel for you,Anu nummaak koh cusa,,,,
we want to go,Nanu gennam fanna.,,,,
zain nodded slowly,Zayin caatih amo esgegeyyeh,,,,
that made me laugh,woh yoo taysuuleh,,,,
how is it possible,Mannal takkem xiqqimtaah,,,,
they slept in a barn,oson riig addat xiineenih,,,,
wheres my hat,yi koofiya ankel tan,,,,
we eat so that we can live,nanu nakme tonnal nanu waarenno.,,,,
i am colorblind,anu bisi inti maleela kinniyo,,,,
zain seems biased,zayin uncus lem ceela,,,,
she came last,is ellecaboh temeete,,,,
come help me,ama yoo cat,,,,
my friend is indian,Yi kataysa Hindiya,,,,
now lets celebrate,away nassakaxxem xicay,,,,
zain took off his cap,Zayin isi koofiyat kaak yeyyeeqeh,,,,
were both adults,nammay inkih furraynu,,,,
keep me in the loop,loop addat yoo dacris,,,,
they are not farmers,Buqre aba hinnon.,,,,
my watch is 10 minutes slow,yi saaqat 10 minitih salacak yan,,,,
she hit me not him,is kaa hinna yoo tootoke,,,,
my house was on fire,yi qari giral suge,,,,
is this a dream,tah soono,,,,
zain is a smart boy,zayin qaxmeqe awka,,,,
i dont wanna go back,Anu wadirih gexam mafaxa,,,,
i am on the balcony,anu balkoonul an,,,,
he works for a bank,Usug bankih taamita,,,,
i feel like a new man,Anu qusba num yot celta,,,,
he seems to be ill,usug biyaakitam ceela,,,,
zain resumed reading,zayin kiryaati qimbiseh,,,,
he is used to talking to foreigners,usug iro baaxoh mara lih yaabam barte.,,,,
he reached his goal,Usug isi hadaf gufeh,,,,
i am not happy with it,Anu teetil ruffa mayyu,,,,
did zain enjoy it,Zayin teetik ruffa hee,,,,
thats so rude,woh kaxxam qaybi,,,,
better luck next time,Ciggiila waktil tayse saami,,,,
everythings gone,Kullim gexxeh,,,,
i like mathematics,Anu cisab kiciyyoh,,,,
we need a car,nanu birtaali fanna,,,,
this is our house,Taham ni qari.,,,,
have you forgiven tom,atu tom cabteh inna,,,,
the boy wrote a sentence on the blackboard,Awki data luucul maxcâ maafo yuktubeh.,,,,
please give me your hand,Ku maganak isi gaba yoh ucuy,,,,
were they here,oson akkel sugen,,,,
marys my niece,marys yi maqanxah baxa,,,,
just go and ask tom,bas gexaay toom esser,,,,
i have to try,Anu gibbatam faxximta,,,,
it is deserted route,ah bacari gita,,,,
he had a narrow escape,usug ceenale kudah le,,,,
i wrote a letter,Anu ayyufta fiiriseh,,,,
zain couldnt swim,zayin giirisam maduuda,,,,
its very difficult,ah kaxxam gibdih,,,,
terrific,cunxo le,,,,
this never happened,tah qigdu makkinna,,,,
we care about that,nanu wohut nacsube,,,,
this isnt for sale,tah limoh hinna,,,,
how about,mannal,,,,
is that fun,toh rufto,,,,
is the stuff good?,Caagiida meqee?,,,,
i love video games,Anu yangayye muuc digir kiciyyoh,,,,
zain looks dejected,Zayin cisabbottem ceela,,,,
are we leaving now,nanu taway genna,,,,
i want my money,Anu inni maalu faxa,,,,
it is about time we move,nanu elle genna udduru,,,,
i am not your son,Anu ku baxa hinniyo.,,,,
i am your boss,Anu ku saqal kinniyo,,,,
he showed me the way,usug gita yoo yuybulle,,,,
i hate silent movies,Anu tibba le ransa niqibyoh,,,,
where is my car,yi birtaali ankel tan,,,,
zain was cremated,Zayin carriseh,,,,
happy birthday,unkaq ubukyah ayro,,,,
he cant count,usug loowam maduuda,,,,
i enjoy working here,Anu akkel taamitam ruffa yoo hayta,,,,
put your hands down,Gaba addah hayis,,,,
arent they wonderful,oson qajiibik mayanin,,,,
do you take credit cards,Abuud gatbaroori beyta,,,,
listen to this,tah ankacis,,,,
why are you late,macah udurrutteeh,,,,
they started running,oson arda qimbisen,,,,
i dont want that,Anu woh mafaxa,,,,
you ruined my life,Atu yi mano finqisseh,,,,
lions are animals,lubooka saqa,,,,
mums the word,inonti qangara,,,,
its not logical,maknay mali,,,,
he was imprisoned,usug casbimeh suge,,,,
i went to the station,Anu guddaaqa fan gexe,,,,
zain is with me,zayin yollih yan,,,,
read it to me tom,Tom yoh ikriy,,,,
we saw the car start,nanu birtaali qimbissem nubleh,,,,
i still love you,Anu uxih koo kiciyyoh,,,,
zain lost his memory,Zayin isi mesenkaca weeh,,,,
i have a tourist visa,anu wacaysir viisa liyo,,,,
do not be so critical,kaxxam assacokka makkin,,,,
my name is zain too,Yi migaq Zayin kaadu,,,,
they will find him,Oson kaa geelon.,,,,
i am a married woman,Anu digibte barra kinniyo.,,,,
do you have a tattoo,Haxxa litoo,,,,
could it be a virus,Vayres takkem bictah,,,,
how high can you jump,Magide fanah kaqtam duddaah,,,,
i want to be famous,Anu aytî gexxo akkem faxa,,,,
